-20.	-20.	2.018925978499788778727644995576342238138586108960981813347880220122328719884753253953565025919649224	0.006300310979864400475243573746963182508762170267302364646529245602459571727838957964625321500576239899
-20.	-19.5	2.000000000004608768691835668350812668714771775212490763286165678583057068175619559697786525500924928	5.325549767688167358423482867211730113305220135305899316716464722419783163208311372654169892288905816e-11
-20.	-19.	1.999999999999999999792026500368233886354572230847570848367254361316752232495127686063126440500939693	1.119168378840450543013988093890495643490699425808901552263199037773833705009988982329388942446930944e-19
-20.	-18.5	1.999999999999999999999999998651627670067861113290371096987081928892260241036688229104804052589989506	-1.068431022506331259073436864772423278462418435823671183240675656234284137385763011428027872412830016e-27
-20.	-18.	2.000000000000000000000000000000000005379005102428782602402584105941731045578819574294431040363065476	-1.994811171771354245931895633485547749601961303501180356601094652720349466380939573510929495127211283e-35
-20.	-17.5	2.000000000000000000000000000000000000000000404895757654674684586776684094240839582631955959428100227	-5.828432815759099443216619713827481356101293574321307369546103361527339856670042200529764437016317648e-44
-20.	-17.	2.000000000000000000000000000000000000000000000000006967664303241578544019978223631999447595264153549	1.13908935007129880865729488959310354871107821774723314650479536174070944721166961395627544452947109e-50
-20.	-16.5	1.999999999999999999999999999999999999999999999999999999999584712556585953881210333210920248588480089	5.864295110167870062826489465246768182309352778199270522840151464285842062539412299274558037402624936e-58
-20.	-16.	1.99999999999999999999999999999999999999999999999999999999999999993766050285793926251816023033606622	-1.334607810878329004650432265082446689896660267290745761846926940900568858434068722598179429690566104e-65
-20.	-15.5	1.999999999999999999999999999999999999999999999999999999999999999999999998202338914138758775991836214	-9.149487713103548832031764823031717477952970644716681253589115445965437432903621281665504474637674814e-72
-20.	-15.	2.000000000000000000000000000000000000000000000000000000000000000000000000000001857451153504245476165	-1.266765728429259228793182755039212943480977686365319955157845176597689506236787279249904712920983189e-78
-20.	-14.5	2.000000000000000000000000000000000000000000000000000000000000000000000000000000000000753299906161406	4.808357869587240323687278702505340310856321083471078757309965042124178194347207826268704385635171092e-85
-20.	-14.	1.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999904189151	5.77710691679497112688155320754463679357593133115112659726969248311714695363117311369151099328311504e-91
-20.	-13.5	1.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999385	1.497595577068310225808989991385189555924594996320875880910429915688552181624613065075791553651910296e-97
-20.	-13.	2.	-9.021312335349047880026391703202214272049609779077188215808466443895772699295281902593358367488241729e-103
-20.	-12.5	2.	-2.858946427507403286459188094937465271242778524274247826928038937314848633839546718127730002582673031e-108
-20.	-12.	2.	1.979643681959984832163999806898095260045336902717981624837653916768171825537420527559276263995314026e-114
-20.	-11.5	2.	1.227010712937386983318992641414112335184625069287352446277303936160030398656554762544508879149880575e-118
-20.	-11.	2.	1.053480035482567562692623534590955997403380650166911616856021185627130504352370707765746143038996365e-123
-20.	-10.5	2.	-1.713049677069127776673365666128927708842113651672183522726382168919689565313703486633285161733955812e-128
-20.	-10.	2.	-1.292900107899757311258976854830650428330501629904487258482588925260649354447941914271905272117103827e-132
-20.	-9.5	2.	-2.330960677727247109461985267556449661990526687538460123691738324131197003437056166240162614882997762e-137
-20.	-9.	2.	5.624634848559759673193077686890488227571819171518602211873048614392311087851011880596017953397965435e-141
-20.	-8.5	2.	1.061627463284842405373208428634459819163242529365158813459905587459184565477674534764508142245899254e-144
-20.	-8.	2.	-1.957751147634678020426472263548379519659842263390831082925846674207744979338819771156090532113255871e-149
-20.	-7.5	2.	-1.281602177535236944326819153608325323956400169031725141213732208037942244697286058006557054418160905e-151
-20.	-7.	2.	-6.511026496782204468618344625673366690639250924666887412149196053722461934850554290380298677297716816e-155
-20.	-6.5	2.	4.868733806712197408357276630389526273822121221378726345541362514359209913510741162228637495745396718e-158
-20.	-6.	2.	2.226946975690197779739602191715051615047999536666245448936996135231508231344873805516844754779946022e-160
-20.	-5.5	2.	2.490703223537694968472634229136561415845646321139701128906730154832928051609269844422895813904698268e-163
-20.	-5.	2.	-2.750040370905579850087708336100710777852653124496024304104840603807468139804435928831363280486987345e-165
-20.	-4.5	2.	-2.993914163105883287039223649822498690979143133437996329547278250661903884411732125202319827962160334e-167
-20.	-4.	2.	1.142069675822438457394569879627315817816929521237189908846403634008521975837345486944907839701382072e-170
-20.	-3.5	2.	1.034908510408380240804507889113501652036989227636078657138336220597213077683470149976527437331451987e-170
-20.	-3.	2.	3.004114330822886180305547746491206693082246287477552983216055512154666577426205107075235195857475119e-172
-20.	-2.5	2.	-1.097759822473967719320472781411525042204962811317960612377535935916478057359232074462043929431069937e-173
-20.	-2.	2.	-2.931345726267495058540501343159100233843716429106423352295559785326136098817871508406536559323758347e-174
-20.	-1.5	2.	-1.91454534691789227549156183939365342486300150335455133151169169570032444333149574709950114461283715e-175
-20.	-1.	2.	1.041515507328203619601570199625610843125742857082885991980477285345721838261673292573098211567149176e-175
-20.	-0.5	2.	6.391814497588373682983343540395173689610310695736960692957430782204757273775712566286870904118554454e-176
-20.	0	2.	0
-20.	0.5	2.	-6.391814497588373682983343540395173689610310695736960692957430782204757273775712566286870904118554454e-176
-20.	1.	2.	-1.041515507328203619601570199625610843125742857082885991980477285345721838261673292573098211567149176e-175
-20.	1.5	2.	1.91454534691789227549156183939365342486300150335455133151169169570032444333149574709950114461283715e-175
-20.	2.	2.	2.931345726267495058540501343159100233843716429106423352295559785326136098817871508406536559323758347e-174
-20.	2.5	2.	1.097759822473967719320472781411525042204962811317960612377535935916478057359232074462043929431069937e-173
-20.	3.	2.	-3.004114330822886180305547746491206693082246287477552983216055512154666577426205107075235195857475119e-172
